index,gamerTag,numCombosStarted,totalComboDamage,averageComboDamage,maxComboDamage,percentTimeClosestCenter,percentTimeInShield,rollCount,numRecoveries,totalRecoveryDamage,averageRecoveryDamage,maxRecoveryDamage,numSuccessfulRecoveries,recoverySuccessPercent,numEdgeguards,numFailedEdgeguards,edgeguardSuccessPercent,numPunishesStarted,numKillingPunishes,totalPunishDamage,averagePunishDamage,neutralWinPercent,openingsPerKill,won
321,Armada,113.91411165820215,1044.0993843094793,15.547451987111126,49.25850820718354,51.74273328672524,4.702598426339986,25.937277508893743,19.704000535260928,196.2699289492784,8.585004308544976,24.087638511536124,8.055767326245729,91.92405386245863,14.654855593669303,9.39268651152943,46.034633027719565,87.84393259933199,13.157890687130038,1805.7182284552284,21.43695621685335,51.63829216687494,4.290239713504268,1.0
322,Axe,101.47115816454314,1662.5387139320624,18.02853344948909,87.69206987616667,44.6280763679998,4.411044146675902,11.25958126716995,9.454250687406992,-11.823122503312774,17.16816074992076,42.76927635595987,8.552380738024668,90.8829543222505,25.56312052432213,12.031371604225223,44.28059911171123,98.53292601055632,13.198143320036927,2176.1213523582423,27.38560403803182,55.92523101588507,5.403592950252834,1.0
323,PewPewU,83.90594399672048,1817.1820224687806,15.104768397327948,73.12188562744703,49.14587225488908,4.6284282134941614,-11.410580289623775,29.15046977362796,239.06554553488897,10.917008940896158,20.185492264722622,13.367921301860868,60.5222639246838,10.838693949480907,13.483160076722367,28.98396814634395,76.24251044388102,14.524813043330122,1358.18470535351,20.89349038469253,52.95903722424026,5.159344266425366,1.0
324,ChuDat,137.47779428559514,1933.2191194160148,15.998947329741856,75.46609110101687,49.063559290901374,1.4764544530061827,15.691809075353255,24.549112842694015,242.94133522311623,2.384377818849278,8.858433513339914,10.117229688236671,96.22242383437452,19.520003509412255,26.34348751503302,46.10777306490472,69.36736653662561,15.017805008805393,1662.5082774040775,20.15448349805684,58.72547445095362,5.849760118787266,1.0
325,Axe,118.16740446019018,1892.1004144603387,14.954115816474475,37.74928863510237,45.31494819959473,3.3081517305554935,13.841675964305914,11.586991954987612,26.724874947017227,8.149179797886397,39.03307554213304,5.713412472074303,68.2022467308126,16.75795467976448,18.30017843676308,25.793411717521003,64.7703796917758,11.429686611711197,1953.513677507899,21.56216714134971,45.38583144003447,5.970008971380134,1.0
326,Armada,116.22598432932953,1616.8800557655536,15.304772509371832,68.23989583028042,47.34837743705792,4.580572203130695,27.350559780621683,29.03316043328249,114.34128524093327,11.837883670324786,13.505441740312373,21.30146596850055,75.38971371074246,16.072891638595934,9.894647411268403,36.73949331575807,64.83092941339308,12.58778660362573,1272.560318780086,24.3865420339844,45.60283304209642,5.742556978962627,1.0
327,Hungrybox,144.0125291747997,1862.3335824818146,16.15835363736667,59.16542791651181,43.84281853138431,5.657341277796671,7.174383989472922,10.270345365650812,138.05614453310164,14.277621817585473,26.2113976486998,12.207252883074174,68.64496317986786,20.825130691387493,22.294749263908855,57.127270672056866,82.70237357746907,13.799476027977242,1623.0098528567614,23.116232706456458,53.729650569047,4.220918069054189,1.0
328,SFAT,119.52642920319076,1824.4703950027808,17.05384104294523,84.55275983044304,39.92548872416146,4.385820108160318,3.7887830657749255,16.2350813405616,87.57136741562178,14.432249943539826,35.60988237247365,14.124499237038469,63.069388455169786,25.813801306612618,17.86894448894013,58.725350908325225,43.350643584455156,11.589035850483121,2089.078025656116,20.64319392158859,56.7555702020307,5.490202767884853,1.0
329,Leffen,87.223613282846,1076.989722428913,16.639730974209073,34.969956727382716,47.75037242492635,5.118410062496146,-9.391575541201256,32.71169701576107,74.26996503579429,6.251714535956067,30.18370590704147,15.87105425546361,91.95326513015789,26.18706236916809,15.850118328523463,56.78644899247478,49.290708084779865,12.29764289804614,1727.4281105690757,21.09528381322835,56.06988218005109,5.737039672676923,1.0
330,Axe,85.56034067966077,1345.726248170499,18.305034174522174,89.45952151018304,48.451581930360135,1.4511588355814085,9.465538655870134,22.541033188669573,174.51881471905367,8.90878710565223,74.14124246876435,17.41267094231941,82.03067679845124,27.835303331939915,15.884365412675026,26.55391587496171,53.91425175375821,15.138439997504008,1036.7504537746386,17.412979279820572,54.36614676732023,5.839770658607197,1.0
331,Axe,109.39692065597698,2119.1733698861694,15.670243888977868,48.64296981473073,46.18534475949376,2.624603515968924,20.668709412063215,12.628334469070166,15.29152663533712,9.55520300432723,23.327418491186204,20.041757246753008,89.7836909253301,14.047766158214058,20.339121326995272,58.39026492912704,109.85051024104669,16.05042048769108,1627.8601590152452,18.129421960626534,52.607783874377816,6.3255181765053194,1.0
332,Armada,92.69417958430633,1204.507249208797,16.801160841807885,84.11102897375781,51.69006301299994,3.9150309226849367,25.258309303555443,11.83055149125151,198.46082725154375,2.4245957693076656,38.55763939492994,1.6397523084051135,100.84515715941907,23.372252157106686,21.118725321721122,30.05103841798504,46.73529419327465,13.280000639508895,1511.997663027732,27.611362117096974,51.928851824509564,5.873584560336434,1.0
333,Axe,121.80641648210013,1704.7873966105076,14.882950336854428,60.90461477941085,50.9241195238825,4.005392860605793,18.051695018117677,15.36959932497525,162.5316325976233,14.747072853157704,38.527000380992035,26.216646418513395,79.64638486405427,20.908315106658826,6.385182029658477,37.75945827383603,74.46503963385584,11.621854407369995,1664.273343824801,20.193244510401712,57.48603587768418,5.522727073089458,1.0
334,ChuDat,110.70022773162958,1155.1871273879756,16.91157403652234,68.43157055257677,55.67320350713145,2.8763818443070974,39.04433887413819,27.639461889104776,161.96395469211652,14.718465228593523,62.77902103476015,5.556589323879333,80.72750875294778,17.256516449760127,15.647719101127267,37.79856509255057,83.46510341427572,11.337293538163944,1569.875693540177,19.403304488900307,48.9614635650559,4.994573072736831,1.0
335,Axe,110.76606022236652,1364.418182558933,18.212403607926056,47.09248265282561,55.728211783958244,1.5614882026487962,11.94363017870505,9.084846277068163,350.8054939665695,8.900841125115637,59.43595793319206,7.532952918812075,76.69711278904403,14.288953477657033,11.234432087105736,32.56792952879022,69.41094382029812,13.997528000882724,2000.6454814991193,22.307984273197654,51.947377009608495,5.152035244171898,1.0
336,Leffen,120.50685414592577,1806.7477135643164,17.008625500891352,61.88600099159549,49.784431381113905,2.0753212556199983,11.304554883939105,17.701191814379175,142.4708698719613,4.805617486988772,42.615258767479745,0.6983997583066306,62.55307170341686,19.67412276057263,16.327143060039614,27.88605060734671,84.2965790160536,12.871564154144679,919.6989807801151,21.57277645023837,48.30226229769718,5.380336122118673,1.0
337,Hungrybox,103.15884994412176,1386.1354185285254,15.140871817380663,71.78042232194534,56.10717597216582,2.9207657930531283,-1.3363873385460572,5.48329701346925,99.31267150923108,10.067469094202474,36.561151714704536,16.855310317594988,82.03612142135064,25.97413868700451,24.27312224171528,39.33593534582747,73.73074544957333,11.704929273107723,1747.053491270711,22.2766321569358,51.29632585488338,5.360859807562083,1.0
338,Axe,131.71713534244986,1554.2696122966454,16.857123209879276,61.84853386435769,58.439868172210154,4.433921356198042,23.927307523013646,17.9509075220146,-6.53939409656315,5.175036981426956,10.263869829572814,21.649074092163787,88.2483891341217,16.68735480841756,21.812786683926753,28.097851592071848,62.23148733347938,14.318162104205124,1667.220886997356,27.461488851518258,46.970640010728395,5.763803283085412,1.0
339,PewPewU,118.14317698819099,1591.1567332145055,13.714920023461772,49.24071414959471,50.006073408465134,2.7155461519384896,-23.141266885376105,20.382217136163476,216.1683817753081,10.22061377746433,31.890410020874153,14.31263611144907,75.68189404717393,20.771991045578304,9.555714657454264,42.210176090921216,74.34161310883626,11.040778532670002,2343.4001915334957,21.53800971529727,50.33142225251415,5.355330208900677,1.0
340,SFAT,140.1406583792033,2290.03015540919,13.567685056499958,76.68496128016048,58.22193309434391,2.4453816454971693,-14.298451425375584,1.3437097870096546,208.39745470848658,6.874831957822422,53.16223300652692,17.79332805329583,93.65598071828948,19.95047692530498,14.708757288269037,42.80068277819541,74.05599472026934,13.887493888814184,2334.3107857688474,19.77268151309917,52.997688889559846,5.727218146058739,1.0
341,Armada,85.4872538765536,1192.3037894360484,17.154421987505998,43.744440132227666,56.22231104576837,5.539657279926521,5.345276168128397,29.900192144481203,195.9923169299745,10.816079495721459,44.021075965758065,6.811954351965552,58.58605353247476,16.14226948525093,19.879809456661388,30.08684756020644,44.09434528776495,9.783435386047497,1940.270471243011,20.036777902697978,56.39450449829295,5.828147192409587,1.0
342,PewPewU,97.93578836381107,1710.5532076701306,17.82139539328443,59.39581345686968,52.569359805847704,1.2147137700843322,32.75628566938143,27.79197890944719,314.4741059585186,11.238797668984859,65.01053309865529,21.36585133565911,83.17710245293128,26.87006811181213,13.108479761278872,29.9803708366498,70.2824775583475,14.513751728694846,1823.4455237573154,25.42849713014529,50.16701444150584,6.0591788838077845,1.0
343,Mew2King,91.01363694621486,1486.9349345212677,16.033847013727858,50.31095664729614,47.846904679140614,2.617903925613522,-4.619190989547526,21.75569256697132,123.51093727596646,6.4243277592509616,54.32170359637361,22.80040624656683,73.22964925002005,24.229502012999916,19.58025610156338,43.80708897654888,76.70978811159821,13.122596892193897,1993.6080652570568,25.763389777732915,57.335095697150955,5.395543108618153,1.0
344,ChuDat,68.1110580594364,1472.664824947773,18.211266261765108,79.16206593611332,43.88336041643997,3.5275740353516802,14.110490698116486,28.160922274846143,165.06297208526078,10.075809135680794,20.250599718688715,6.731407894933744,94.14891606309318,21.996548347201106,10.05043335260347,39.41924822376959,78.10854217802193,12.081498003684183,1906.7801806905559,20.72812504179638,50.892992355122566,5.136117951574068,1.0
345,Armada,93.60933460189523,2094.231862542173,16.063223222174756,75.3139926602169,56.03373260998523,1.2874836857661562,18.510819018752887,5.584858747027679,14.230721412231333,10.591713424774788,50.778569190342886,7.89199487898321,60.53785676638644,33.62665917708451,20.623660388360754,40.50304945294056,44.495232587002164,12.644545414839378,1779.943811730122,23.623175631759953,53.880322380594585,6.609462015734823,1.0
346,Armada,93.43427527250105,1845.0975045703813,15.364676445906692,87.8103751183372,40.05498016919654,4.001278674019239,-0.5970315919100706,9.495074341463742,327.9004994924101,15.369423672125562,79.73313862074836,19.12670525827216,72.90912798092407,28.78213677465299,22.16334606291624,15.407660641291494,46.38358078742881,10.753595846673758,1946.240257978086,26.50831934545088,49.13461073250128,5.527826204109212,1.0
347,Leffen,139.0247860195484,1913.507600692155,14.430284917827036,79.14266375497391,47.95323386600597,4.330120582451379,28.911712966830937,35.01052981225729,128.18849962756767,9.30061368256169,31.451588558800164,12.230834132219705,64.32653772168113,24.572154222556208,20.32648367633896,43.2183947303526,76.77883913095845,11.914710706557354,1952.5258607783135,23.832064358951662,50.807309668370735,5.208640682270005,1.0
348,Axe,100.67354088654973,1563.356562709017,14.575411979303123,69.29049859791778,50.337905069923806,1.365645294350044,30.671867384078862,22.26049267791739,198.5543379441002,5.622821278312743,47.54624299710869,20.764524981330055,79.94077574955655,13.773956648020821,22.78743020483127,46.30561226836147,41.050067059682185,12.777567375244484,1994.52720496766,22.704200976636773,49.149276348694016,3.549562644377113,1.0
349,Plup,106.7171237601542,1710.8861916261378,17.590454996273905,51.37853788940156,51.04648005449454,3.3893804676673214,8.298145404637573,24.769373625023402,75.2346584632605,18.087986259442967,25.554308288048674,11.819650230744463,90.40797004570771,16.66495152344391,2.309607056347851,55.453204880019335,55.26459022204043,13.968955775282788,1916.896538621607,25.091615576622274,55.42428694128184,4.963114019247062,1.0
350,Axe,80.53295481336141,1090.719111108619,17.892669743324106,54.27175007541932,50.48934471098025,5.017876963048822,5.866925060312461,31.39638079471806,260.2009624929723,10.858431902755294,44.83256378235654,26.95755563728897,75.04917854770532,14.50488655696272,10.321729640430025,32.61796730825381,34.904301107501894,14.906126741322664,1830.245782030036,25.472238989351276,47.62175740750744,3.558629823063415,1.0
351,Leffen,91.88127232845846,1392.829608883504,13.313056230772393,51.7240588798864,43.49383569204546,3.312525468514731,12.532438820991551,22.489897371960076,380.07617248850454,9.160449610359748,62.74982576866681,21.27887151189278,98.23343047969158,21.589997973199054,17.26348528361458,51.66249857274219,57.724804255773165,14.66191870206021,1965.89441585962,26.76170553837553,49.210426110674085,4.017846261836206,1.0
352,Armada,97.77900522493852,972.1121900773464,14.048124237302723,65.03021561801754,56.19133660037453,3.5864073799178713,16.716670153127687,22.983980383252153,83.42360479113867,12.072810503947455,38.19259507882896,14.864074542286286,56.63595272985827,24.625043261316556,12.312889948871982,34.48885133625606,59.99264988605108,14.335120832829936,1656.0848602195038,18.784835094733356,53.93561194355692,5.344534835912869,1.0
353,PewPewU,95.26267013519046,1893.3634710240015,16.06806017573362,65.963962067452,45.52573340483862,3.368707509222489,6.650454366567665,19.977994568186823,158.85808924551978,16.175904252880972,56.0858440995125,18.08054907725682,63.67346176887949,10.759330915961005,17.576743579562603,44.84040378362633,56.297956272677816,11.6085284468901,1637.9541413328002,23.05485809434568,56.102437929336965,4.422405668901419,1.0
354,Leffen,103.54857960698989,1578.2364460826534,17.91934982781445,91.96313691063253,42.49739973965063,3.39383293344823,-23.408455840241565,32.643203009600455,66.25665083231877,14.706469026659889,37.51528941053168,22.83502616461267,86.45956766505697,25.358873602503856,2.7110942856225697,57.78712276061444,71.67159211086098,11.439304284347479,1389.693687366265,22.531879875361586,51.35744860340724,4.555855542969806,1.0
355,Axe,117.93479136900734,1617.0253252351126,13.907827565522132,42.600434788159504,44.4683608340435,2.248436247271926,9.703729113693363,19.022203999751294,136.71250326067877,5.638652627016774,31.20802916054673,23.630868428313743,73.43896492916033,12.41891985580506,23.690571676646208,32.975852829099665,96.29197990667097,12.655425000615056,1612.0144381176344,27.03260342999942,50.4635072553072,5.111845535089888,1.0
356,Armada,99.70238639210126,1975.7020800183807,13.833702613098083,80.58198080721293,56.46555613946607,2.27225146655189,6.764616432599752,7.779688227936151,187.36270861441454,8.331930562798572,40.430715553447556,12.505137816686455,86.71995507020466,28.40150706203558,23.686412990323504,25.58324991460003,76.91527532256949,12.376278614954257,1953.5932899344157,22.181740216772894,51.24890037806105,4.0454717588494296,1.0
357,Armada,81.37664598707933,1701.4572949105266,15.910213161571141,85.33267268286595,48.683688492093154,2.207560843440254,34.242566672817226,23.835194227818896,125.6170634221753,10.06854522456445,32.33334474769565,20.405627189035094,73.18940871104287,19.211390478183976,6.891973817353915,60.032196637272975,58.848954307563595,15.026038308994156,2404.0570914681725,25.74784196128926,47.72124573277487,4.665763669734705,1.0
358,PewPewU,68.01336644271656,1946.1286348184792,17.020381840674684,38.61510875816292,58.392943221845925,0.6492869957840586,24.588570102831152,7.19923685262384,200.07951647579742,10.587713617807196,14.22417084097631,11.919190651604138,77.34832623053734,28.9034911569778,14.879917076036797,37.35449136727459,77.22087143145218,11.12841946546295,2080.3090347114603,21.417489456510836,50.997667631789426,4.324339683597426,1.0
359,Axe,117.2438100714175,1553.0959782505624,16.78095221035646,78.58272646720678,57.89823647092811,6.798345258536393,9.729301233789485,28.64221060715205,203.8323677503948,10.692063490566364,48.889232799169285,13.820921660389194,83.006044844612,29.35016279040043,15.704940437459484,28.7026907557388,89.76388835882612,14.556831868860915,1764.4071764714581,24.14855252553548,46.85578196076182,5.135648572657262,1.0
360,Leffen,74.82348754595526,1325.3608668394052,16.578813154371836,71.98812716456456,47.83096365750247,2.4957455630981604,27.007004839132836,16.000265402668532,53.723765882441796,9.873843240626178,64.06184482743308,10.265982935632518,96.64270109898825,20.543816191227577,9.277611905795784,38.966081485437414,23.28092848140911,10.539943016945303,1589.4121098310202,21.498101788213084,57.49193751609048,5.2741112477207945,1.0
361,Leffen,131.8644773884639,1186.8660674773955,16.11935830346921,58.16431827643514,53.464412843028995,2.8183196470575957,2.3461735690346366,18.457476715871078,198.3891978732169,9.984103978576078,34.9362401921699,8.184580747514413,66.20708230926064,35.47635034007428,19.770988847146818,50.09131754480728,63.370232503594885,9.413939351041947,1764.0599111878603,21.287530933704417,49.0220496899297,5.517318443865216,1.0
362,Mew2King,133.5705299173781,2013.8137844538408,14.832006714260425,95.8390282187213,49.015267128424824,4.076407590864044,19.732842772033464,15.75430121200285,131.16896363993527,6.3949925046691165,20.89196219536877,10.700158241336,94.95141984357441,22.188577876058083,19.3690656134236,36.960080025403556,90.30545308272579,13.730351324479265,1583.6975834773884,23.02637168507168,46.57211293766116,5.874937268223761,1.0
363,Axe,154.99672182694678,2109.139879483422,15.500136328506892,54.26694241973004,49.280001439060484,4.277674377545562,-7.785236338134155,11.318098974311539,125.48171979976547,6.952359652969779,57.63475312012007,15.651238008870578,74.36294324253467,26.602643286781664,11.529958191533861,24.12310096025958,54.88518670302207,13.363185205652522,1543.6819096698687,21.710174208794573,48.578109115557744,6.095925912755744,1.0
364,Axe,94.4364834449907,1637.84782682436,14.690919130696171,77.84381793163992,53.621229426559566,2.143912871162101,23.657991001952404,18.161659386563624,208.4185491086537,6.024504448503822,79.05402716954731,13.468099616933964,63.20812098911664,27.229560387494224,12.73401381177841,47.521045782094106,50.5855567348912,13.610347009508786,1789.5173173562953,20.87722704783035,51.310307679416624,6.896413588601946,1.0
365,Hungrybox,90.87580268771131,1667.6021984573745,16.155888411101948,69.70970767775749,51.3846304059391,5.189117065577848,2.9721493109623545,14.642274293180641,123.79638153005087,14.785578894530808,70.62363752271176,19.13152573572689,59.21823243395965,10.783261317875018,7.764585029995401,21.923241655729303,97.84178685915089,14.11807814985059,2006.4971800316207,25.603978416994636,52.98540812050522,6.325683893459008,1.0
366,SFAT,137.00482906557312,1219.775714435175,13.663372054398465,70.827676771552,57.25596326026077,6.522744687639754,32.06360055014996,12.911901365862763,105.56049167514144,6.661780391303583,33.84637468731254,15.639929031183966,74.58055247997973,16.962392053158304,21.644502783760007,17.495400229686737,54.35207834489034,11.995484390661844,1082.5065144100795,25.078187544463166,52.194728681504515,4.517553204859464,1.0
367,Armada,86.60997864608755,1461.054682530923,13.862571704599059,70.05269103491963,44.20947491330904,1.9030910931606855,0.28774622521033777,23.29166063647751,181.8781869795893,10.359237430457135,71.24745994213015,17.931845369975388,72.7969956937545,27.72053371440864,17.30988327831126,18.681585516826097,88.42292585124252,14.279023281045104,2228.430167777618,24.211833675958868,47.6683504005834,4.258296861667464,1.0
368,Leffen,122.68326926103431,1558.6663767268087,17.116268876356123,57.52155645711285,49.99216362580578,3.139371974421744,35.88659579249879,20.330866126493554,254.20705556811512,2.4934509229444957,33.537698992481175,6.823773888412747,76.21389913318095,32.247731291426405,22.360498958387492,33.42202388887313,62.13217958696822,12.417487027879673,1501.6055607072367,18.87788540436565,53.59657297657462,6.3334130511364,1.0
369,Armada,95.87566571000514,1524.8128235238346,15.737393449659447,68.08119357973683,49.90769836268174,6.0763039625797495,-10.194794810824561,14.591702808357734,190.99260716394207,8.365993224291351,46.858903548755706,28.43594369111741,64.52817186803942,30.657771873138017,10.367856345007326,37.493404351192915,90.38830611394856,10.507469953904293,1843.3287182318427,19.206018193543787,49.13259559989335,4.834574270192295,1.0
370,Armada,146.99971561856364,1428.5583035893878,15.140806033477787,66.11289633236368,49.241897483747195,5.967751444930037,-7.046874493009579,16.984509627041362,289.7053670726168,7.280258931841639,47.16132411349586,14.253174520878945,70.86839342974073,29.207633598918186,8.769445418369603,32.9704460074262,81.16273758438615,14.309512370225228,1084.8779613673162,20.792985119599443,53.72754073047812,4.722952180848226,1.0
371,Hungrybox,76.74933231201429,1598.6325428509783,14.374678258794331,86.35871217512961,44.19103992421699,4.997972610997408,24.808707760174233,5.64709943314846,254.83687321590506,7.442166652917092,57.1280160048278,20.028564590045363,90.05561821549782,22.862378069632737,6.6474097272465436,42.25202121401986,20.68655983726421,12.404838064480899,1894.2540130681646,27.139811268311806,55.13071956968773,5.567754151650409,1.0
372,Armada,108.94738725989426,1086.0351444637338,17.478225492487645,53.71895265406113,55.791014071332064,4.184892796019383,23.897250821279307,17.853177338454305,129.5084311869996,10.70414103951328,35.05493116687519,18.334057657097432,96.02863451856632,15.23892706220076,20.209059224331646,16.858649789306334,77.07014934670983,15.876217417342653,1418.8119170369314,24.07672248302048,53.48650242466309,4.769651419804253,1.0
373,Hungrybox,72.01808807622768,1568.3163077967947,15.675385642882313,68.68986177135488,56.43728117931744,4.450798839968451,8.610135412431063,26.85733520769228,56.850647624880025,9.170483743627486,41.82435415240085,25.16895524436599,71.3341866656215,17.443089063627944,7.762372462452788,49.031831967350286,63.34177501882721,12.954446434194853,1641.5368859778741,17.599352332549827,50.3177299549342,5.570268546758018,1.0
374,Axe,70.93477230415732,2087.5134531142876,17.32051913718869,85.10338984282978,51.48510182451253,2.839645161060178,-5.4976828047222455,14.588858985624839,353.16371536637246,8.578019005797856,61.554585732317136,9.627498018541083,67.16783261798706,11.550708270487547,14.424340897490396,24.348442361310056,87.05375330214422,14.662751349289643,1317.3561457510777,19.15860230121311,49.85029639240736,6.80821190661781,1.0
375,Hungrybox,68.74947369481036,2012.2182967978538,16.010115622748636,51.819163020501,50.769595525670134,1.8578205591381336,15.022961348409304,8.797206983594135,310.19646735836625,9.287505896342953,26.120475979678602,4.001796735674252,60.67403337281049,19.689240221224175,22.925999791024147,26.760062951219115,77.17136096912836,15.05880537724925,1432.245187904226,21.377505967943367,56.88659083802178,6.326247887580755,1.0
376,PewPewU,92.1805030848569,1259.4049009808352,16.13394215167683,54.49761543986193,56.98722955888982,4.125873931839148,20.08059006827784,21.44977356230707,133.89066438647313,10.889685728016337,34.666297797583354,17.47842685737875,81.96785563391317,25.828559097080156,10.628605937242519,49.92480057596046,90.23039805804679,12.707187371527086,1095.434853946444,18.974384478933086,47.10600996750529,6.163300874460037,1.0
377,SFAT,86.38678995223842,1249.163917459146,13.67730470864456,67.80360340206417,46.45595522235083,4.49683314786437,0.2569512969828054,30.808667824124647,18.341595048200674,8.746023935954103,47.95221095280821,8.817686769244837,66.78901532187868,26.64116657396979,8.287854729402039,18.110184815915424,63.839499046319624,15.437231749768074,2160.4920745330473,19.292518786779166,56.505382169705555,6.647768926685695,1.0
378,Plup,98.44797209362316,2127.883122530111,14.311227039999515,53.54015978692982,51.50506207825383,3.6075690416080772,7.222239898510281,21.699644483726814,143.26846402447825,2.0968637154238956,28.990393423276448,5.509075718695973,78.60293496823431,7.757202872941805,14.609821760346625,53.40082701341719,49.67553713520499,16.18828232314941,1717.4575358224326,17.939497660957045,53.35670038629604,4.495977649551837,1.0
379,Armada,115.18109185728174,1755.2387647902535,15.110200468507914,93.85651333801145,50.81812031891431,3.679199015085834,3.2981188525648513,19.06031700694372,179.21026742175002,5.179596223535558,24.762312556172798,15.167158714392883,97.47473623034975,22.422897877278025,15.028923583526762,24.158834618017817,52.959751592194145,11.517172601009836,1533.3455384702074,25.363635709642338,47.491761063118375,5.447549477118406,1.0
380,Axe,83.27536798494802,1898.0300179700703,16.384092233783463,30.878994942555508,51.68869137138962,2.4463136186151364,24.78807575761146,13.897308110228126,251.84303063016873,17.193058292752227,45.49591634734676,10.827171799000702,90.06810501754889,25.643375468458757,16.121209948198413,59.262589022586,30.554725576127538,12.642396614577908,1147.3178777102025,21.59239094734608,53.59716584566671,5.211856039326315,1.0
381,Hungrybox,136.8077948199684,1539.494033450434,14.440215567698328,80.4534913554931,54.90529994202823,4.600738485619116,11.436717206571096,33.67385294971132,259.1557303415,8.33680524132497,16.86192740667342,16.977472769404915,79.52364529230039,15.141487727406371,19.441104494003863,31.12821801065496,64.10753531473557,13.1308720191758,2009.3362318394654,19.52698853474438,55.70640082412215,6.470408906576057,1.0
382,Mew2King,73.85642944631991,1776.1488443277979,18.75456534135358,62.264916792726076,45.395762669501046,6.377296301040312,23.881224271342756,23.159309229349468,49.61649278894885,15.451232048246448,40.144856468313925,7.432294806253276,76.61411145743841,23.2942516275985,2.232944462027982,38.28770159210997,26.124918034125283,14.214549540046805,1774.3919743556444,23.671292387033684,56.57722101484159,3.374008426452708,1.0
383,Leffen,133.18917263265465,1844.1104931993807,19.621382914175324,95.82646912046985,54.342707792071664,4.623568829331313,40.23851434216739,13.090539373378524,287.89644506550667,7.926613903723842,43.65072534524398,20.495378994931485,74.61758700330138,27.71848763404754,9.545189618992477,20.670753784970348,50.30279820420212,13.59267387830426,1290.0123239876266,21.561387795311713,53.153106258514086,4.768468029717313,1.0
384,Leffen,143.24220717069977,1383.7345470042414,16.278657840801554,94.51934342257745,50.31594887975537,1.4255452381545626,-5.837216164182124,14.231488102646034,101.53268932461029,10.499253833823765,33.16982028277588,8.401172378515739,97.57368078609346,31.464059683945088,23.33496938435523,12.460517564719783,71.30218982715952,10.567229374677794,1517.7996411676509,18.696231311795145,49.858128889043606,4.734523941291007,1.0
385,PewPewU,100.42114376735185,2241.637575373243,18.817461268830225,58.49166026828893,44.307814223110555,3.343226200778147,17.835890442446647,22.683339815679577,96.80836625909853,8.877728478694895,40.799480359413025,17.388653705328903,66.59213634730631,32.79342736128999,20.213917788316916,42.70969140378986,75.13566298665285,13.685335219893444,2041.6215952703576,21.648823909887614,55.776967031248454,5.054372850402198,1.0
386,Hungrybox,111.92632689351655,1684.407382840529,16.109826680901318,54.860369188080945,47.94119037611455,2.63908619518682,-11.480604826709166,18.756674499911707,288.69595680263694,13.733716130616038,76.99104890690782,6.934012863713869,86.32115283662041,21.56782258434477,21.32595859830032,26.740318941413804,74.74607589556183,12.525239411932667,1691.4290909345277,26.055926069502142,52.1713867142673,4.639696339683107,1.0
387,Leffen,63.498048513807035,1759.2097539149022,16.159048151888967,46.601629453599415,43.82758733246021,3.7921030898148986,-8.513181247742818,20.063540630876915,163.40864959453484,5.1049627597248595,61.45180192714566,27.779387651892286,65.75769698320433,16.10878825644624,15.185409468016184,33.313871247820046,82.29449545841672,16.745626588118263,1652.6369890323592,22.153019008698816,53.09612446260537,4.502045800452457,1.0
388,Leffen,72.27209183851839,1292.9700810192314,14.76133405588061,46.88932798619713,39.867725884963114,2.5246355352968886,21.924432330786395,21.308491283926262,168.0704429504098,10.699930767015475,24.079742634710158,12.03090774909905,84.35844717322013,10.624278335846773,12.027138829507578,24.02989452820556,53.98197494622849,16.38562383323331,1498.2899860414943,16.912054681012105,52.23064510655531,5.69855194461427,1.0
389,Axe,104.26384510001654,1383.842002580968,14.721051786201237,98.47665811379731,46.13519562065649,5.947424034694741,25.063026945488716,25.73639570023517,305.47513324190004,14.318823387111637,61.07776038637773,0.09950753069200236,78.26792007116879,17.686059548436468,3.7503914734657875,38.027799369331625,86.047763837465,13.804898683004904,1393.2005633949948,22.331311276737996,49.128455624576446,5.392793519303081,1.0
390,SFAT,143.83295900176867,2183.60141819066,12.307407738766846,64.09349831605961,52.709654754302996,4.887607566121945,2.7064251237012407,20.55847813633474,235.21749381834763,7.455460662196393,46.57354566403847,22.794225008441643,91.28269032583464,27.1231582788905,7.346371520433525,37.03647778228076,51.018182705823605,10.795816015300332,1946.8280665231327,22.649912336474124,58.04364423969236,4.966967799967337,1.0
391,S2J,91.29556089291361,2025.7050559116658,14.192824535617397,70.51566357275584,53.52259292878614,1.9652055596735316,6.584467698328112,7.935660545396557,335.13813944036826,14.043297498903165,32.437736601947904,16.289025431351504,92.22554984675799,23.844686839993127,11.785839756456674,34.26139316023988,74.34953176289127,15.685092524580465,1377.909831190117,23.915692296031658,49.088081861246614,3.9673375433773312,1.0
392,Axe,136.34221574722017,1772.3509516043227,14.577651745807788,71.45276256202649,53.95893843409229,6.586136232314382,5.083094547415293,15.414168190121948,213.5405311232284,16.762355415368088,13.871217190672644,16.447463267320472,56.7297055444,21.708470447266897,18.20058878210157,36.18306235508636,66.85838078886319,13.14534602869497,1218.812078491974,25.064541479685502,52.446293740944775,5.331525561626239,1.0
